sentiment,txt
1,"farewell to JG Ballard, a sore loss to the literary world "
1,"@joelkonecny yes, @tonyaAM n I are campaigning. ps-sweetcheeks still didn't change his pic! "
1,My Metro pass got erased AGAIN!  
1,hey hey twitterers...lol im back from Great Wolf Lodge but im moving in with my dad soon so im gonna have to leave again... 
1,Interesting fact of the day don't rub ur eyes after eating salt and vinegar crisps it kinda stings 
1,In bed with a horrible stomach ache.. Haven't had one of these in a loooong time. I feel like ralphing (&amp; I just might) 
1,"Back to work today, back in NJ finally!!  Clock is ticking. Buffalo bound 8/1.  "
1,"Finished blogging. I wanna watch Dance! Subaru, The Hangover and Coraline. UGHHH. "
1,at home. the roommate forgot to leave the door key for me so i have to wait in the living room 
1,&amp; i cant believe i.got my ass whopped last night by my 5yr old cusin playing ds mario racing kart. smh she had a good time beating me! 
1,"what a great day outside, pity that i am stuck in the office today "
1,Did anyone else feel that earthquake? 
1,@gingiringingin Aww poor thing! That was really heartbreaking for a few seconds. 
1,Up was awesome! Back to Ansted soon 
1,dang why do people always hate on @justinmgaston ? 
1,@HelloLizzi sick  and tired. and sore. and pissed off. i have exams tomorrow :| haha how are you?
1,nothing at all 
1,so that means ur with ma ppl  @xaviierO
1,Trying to cheer myself up but i have no one to talk to 
1,@DJTLaC I miss you 
1,last day of teaching at JQS!  Then Greekfest in Cambridge.
1,Bored off my head..! Can't sleep.. 
1,@katebevan have you seen Animals Asia - they do brilliant work out there - save a lot of Moon Bears who are used for their bile! 
1,Kinda in a sad mood.. Redwings lost tonight 
1,@cmlundy DONE!!!!! I really need one too... Aritzia hasnt gotten back yet  dammit!!
1,i have 7 cavities and have to get 4 wisdom teeth extracted.... how did this happen?? i even floss daily 
1,Another blood draw 
1,"i miss you, @andehroldan !! "
1,"@ang180wife no, I haven't yet!  I hope fvery soon! Are you having a nice day?"
1,I knew i should have gone a size 7 these new jeans are starting to stretch already  Boots are still cool though.
1,I wish I had time to see Up this weekend. 
1,"yayyy, GLAY on utaban!! Although the appearance was way too short "
1,Just read the latest Game Informer. Their article on the Oddworld game that never was deeply saddened me 
1,with people who hate twitter 
1,getting ready for band practice i take lots of stuff 
1,really wanting chipotle..and some meds 
1,fell off her sunlounger in the garden....bad times : fell off her sunlounger in the garden....bad times 
1,O dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound  life is not fair
1,@TheRealJordin awww grannies..Enjoy the food! count the calories though haha  I love you jordin!!!
1,HOLY CRAP Left 4 Dead 2 set here in New Orleans! http://bit.ly/2IXjp  But I think it's XBOX only.  #L4D
1,"hosting activation at masterweb.net is very slow, they said in 24hours will active, but until now ... "
1,having a hard time breathing this past few days 
1,in the car on the way back to nyc. 
1,i wanna see him so badly! 
1,i had a dream i got my tragus pierced...i now want it more than ever 
1,just got back from lukes. havent slept all night but i cant sleep 
1,ALL TIME LOW FANS! I need help...someone answer meee 
1,On my last day of worok in congente! Bye bye Irene xD.. Bye girls and boy 
1,"I love @mobilefotos app, makes uploading my pics to flickr a lot easier. But I want a way to add a photo to a set. I missed one  î"
1,ACT studying time....again. 
1,ouch my toenail... aaaaaaaa 
1,I hate it when it rains 
1,OMG why does everyone judge? Oh and I am getting tired of people shopping during SALES dont they know thats when I shoo??? 
1,@in_reverie did anyone say anything about it? haha aww sorry samn i'll never make you be at all vaguely mean ever again 
1,"bluebottles scare the hell out of me!  as a matter of fact, all insects do FT INSECTS!"
1,@CherilynnKaye a family party but didn't invite family 
1,"I can play &quot;Tornado of Souls&quot; - MegadetH , the riff. . .Not the solo   http://bit.ly/1597Ov"
1,"Dear twitter, driving in the valley sucks. No love, kimmi and mei mei. "
1,"Just confiscated a recorder from a young child, feel quite bad "
1,@Hkellogg only works on intel macs 
1,@RiverdeepANDRed Oooooooh! Thanx! Glad it's just a cold....I thought u meant there was something seriously wrong with him 
1,"Well, i guess i need to start a new chapter in professional my life "
1,@dannysgirlsg1  owwies. *noted*
1,"well, I'm off to work!  I haaaate work!"
1,@therealswizzz http://twitpic.com/5ctk2 - mmmm Im not a fan of these... 
1,@TheEnglishRose Re: applause store. We got so called guaranteed tickets from them for TRL. We got turned away too. 
1,I can't find my wedding rings... Let's see where did I bury the hooker again? Jk but seriously can't find my rings 
1,Pride was cool. Sore from walking so much yesterday. My stomach has been turning all morning. Think its the teriyaki place from pride 
1,@NeishaNay teardrop and sigh. I'm gone miss ya'll 
1,My dad took my car away.   
1,i definitely need someone to console me 
1,WTF??? Oracle bought Sun Microsystems???? MySQL is dead 
1,cannot unlock espresso 
1,Waiting in the drive thru line @ starbucks tossing my 30min morning core workout out the window 
1,Meimei's flying off to Canada today smpai bulan depan. Jeles ku  hahaha. Takecare sayaang! ;)
1,"RSocket::Opne() not working in Symbian 9.4: Hi,  Day after day i am hating Symbian more and more  Why do they .. http://tinyurl.com/n398bs"
1,my last day in my old school 
1,needs hugs/snuggles... 
1,Coming to terms with the fact that all of us have become OLD. 
1,Shredding paper...by hand... 
1,Lost my glasses 
1,I went up to my old school earlier &amp; all my old art work had been thrown away 
1,the weather is being good 2 me lol ......2morrow its gonna rain 
1,@alawatsakima i cant go to sleep without you here.....  FML
1,so upset I had to miss @sarahdessen at Borders today   
1,Arghhhh still at work. I want to go home 
1,Oh that was a lame one 
1,Just saw UP! Very dissapointed! 
1,@dashhy me toooooo i wanna sleeeeep  I was doing Dugan's packets but i stope and now i'm doing econ hw for adult school. Fuck it's 3AM
1,cant stand studying geography 
1,"Ah, rain in June, how I do love water in my basement "
1,OH NO! The cookie dough I have in my fridge is tainted!  http://bit.ly/147fwO
1,@singpolyma aaaaaaaahhhhhhhh I hate the Internet  When will people learn &quot;native widgets are always best&quot;
1,i have a ring that i always loose but it keeps on going back to me.. but yesterday i lost it and never saw it... feel sad about it... 
1,"Ok tweets so I chunked the duece on 2nites gig, real diva lol. Well been a busy day, I'm signin off have to focus on this damn track "
1,Well just heard some sad news. 
1,@joeymcintyre Where you gone?  x
1,homework time 
1,@CeeHawk my phone finally died...i cant originate any calls or texts 
1,Just watched the last episode of MiddleMan. 
1,Dang it Brewers...you never play well on national TV!! 
1,@DeelishDish what happened? They can take a bit of practice for the folding over part of the dough. 
1,Not a good day for our old dog - refuses to eat anything - never been through this before - so tough to watch 
1,Had some awesome unknown Belgian beer tonight. Too bad I forgot the name of the stuff by now 
1,Freakin tired yo!  nap. ZzZzZzZz
1,watchin wash v florida softball champ game. iMiss softball 
1,Pissed Off That Some Azzzzhole Wrecked My Car Last Nite!!    I Dont Know What To Dooooooooo
1,@EMBlair DAMN! Here you are playing a bunch of great tunes &amp; I have no hope in hell of hearing b/c DH has TV CRANKED. 
1,"i want to do something later, than be indoors, but i have no place to go, "
1,@j0hnby Because my fiance gets stuck on &quot;raids&quot; all the time and I find it irritating! I'm a WoW widow before I'm even married... 
1,Its my 25th birthday and have no plans as usual.  I love the Backstreet Boys!!!  #BSB   #BSB
1,"Sleeping's such a pabtis. I love you, sleep but no more nightmares. "
1,@theflyingpinto I rarely see crews from other airlines on my overnights. I'm glad they had a great time!  &amp; sorry you missed it! 
1,I don't know anymore 
1,So far I have achieved nothing and it's midday. 
1,"Can't understand such things. (at Inffeldgasse, #tugraz  )  http://twitpic.com/7sk9f"
1,i saw X-men and it sucked ass .. 
1,we had a mighty storm apparently! my poor baby tomato plants were not happy when I checked on them! 
1,@MissDiDi  why do you have to make me feel like the worse person in the world your so mean to me. Gosh!
1,@1Teeyna aww sorry to hear about Beagie 
1,"omgwtfbbq all weekend, n now its over "
1,"@maridomin yeah, but he goes to a different school and we hardly see each other  it's so depressing. i want to see him every day."
1,cashless paying in Germany still fiction  I mean who pays a 72â¬ metro ticket with a little sack filled with coins? stupid!
1,"@iammykei Yeah, I don't know, I'm just dissapointed @drewseeley is a total different person now. I didn't expect it from him. Not with me "
1,i got a stomach ache  didn go to skool today!!!
1,"@pellev According to the doc and the x-rays: yes. My company car is most likely wrecked, but it has protected me. Still - I'll miss it "
1,@hybrid756 Congrats! @savagestar yeah I know how you feel 
1,"Had to walk home in the rain  But on the plus side, had a garlic naan !"
1,needs relationship advice for the first time in my life. ughhhhhhhhhhhhhhh &quot;/ yahoo answers because i don't have real friends. 
1,watching extreme makeover home edition ! soooo sad 
1,ive gotta go to sleep now  cos school ewww. i think i have my half yearlies this week
1,@jasmyne7575 why babeee? 
1,I really miss my boyfriend @losoway22 
1,@tiffanymlee it's a bag hanger! Aw that's so nice! My lanvin are a size big and I really don't know what to do cause I like them so much 
1,cleaning on a beautiful day because I know if I go to the pool I'll be too tired to make it to work tonight 
1,"@sm4rtf0x Yeah, not getting any offers here  - no one wants to buy me a phone? Weird."
1,@killadiva @HEgmg I'm jealous... wish I was there 
1,@holgr  too bad you're not in Erlangen tomorrow 
1,"@iivanxXbellak0o OMG IT WAS THEE WORST DREAM THA DEVIL WAS TRYNA GET ME, WELL HE DID GET ME ALL BAD "
1,I didn't @HDkelz not really anyway  to much Liquor is stll in my body! went to sleep at 7am up at 9
1,"This years ann.dutch North Sea Jazz Festival;@fatbellybella,Qtip,Robin Thicke,Roy Hargrove,Herbie Hancock etc.I Need2go but so xpensive "
1,"whoa, my ass got kicked yesterday at street fighter. I guess last sat. was a strike of luck   #boringbutreal"
1,"@Desibabii  Canada...and sweetness, what do you have for a tattoo?"
1,@DrSleazy  Sorry about that.....
1,Something is surely not right here 
1,@Sabatea why did i just pick maths!?!?!?! i hate maths!!!!!! 
1,"Rain, rain, rain... So cold and wet "
1,"@AnnMarcelis It doesn't work, he crashed completely, not rebooting anymore "
1,"My mom is coming to visit me, but guess where I'll be? Work. As usual. "
1,A customer found $$$ on the ground the same time I did; she got to it before me.  haha
1,awww i feel so bad for my cuzin's girlfriend she's texting me and she is sooo sad cuz my cuzin moved over here.  i feel so bad for her!!
1,bug bites on me everywhere!!!!! 
1,".@MyInnerJules yeah!!! she's in hospital  she's ok, but it's pretty fucken psycho that it actually happened"
1,"@mallory7893 feell bedder sweeetie  jwillsss wait whose birthday, is she pretty? ryanferreira yeah i know and im so mad at you. "
1,Ouch... Today was a sucky day.  Random Fact: crying/being sad makes me tired.
1,It's too hard am tired I don't think I can do this anymore 
1,"i don't get it they played series 1, then 3, then 4 and 5 why did e4 totally cut out playin season 2 of one tree hill,  "
1,"is going to bed, more revision tomorrow  NIGHTTTT"
1,How is it possible that I'm drowning in spam within hours of setting up my mousebreaker address without sending any emails? 
1,#inaperfectworld @dwighthoward would be wearing a 2009 Championship ring.  lol ... ouch
1,Seeing roadkill has come to really bum me out. Even if it's some random animal like a possum and not a pet. What a shitty way to go. 
1,"just burnt my tongue, ouch "
1,"OpenOffice fails... to open the biggest, scariest Excel spreadsheet I've ever seen. Oh well, rebooting into Windows "
1,@SongzYuuup Hey bae when R you gonna go live again? i always miss out    What ya up to now
1,I feeel sick too many fair rides 
1,at work. reading my mail.. 65 new mails... 
1,"@MariaLKanellis i hope u would reply to me 1day ..  i won't give up! i love u, u're my inspiration!"
1,On the way to school. Ugh. I am so tired. 
1,Oh to have a normal job and have a weekend off  not me...hittin the grind
1,Yesterday I stapled my thumb. It still hurts 
1,"@tourcrush How come your VH1 videos aren't available in my country, but the ads that come on before are? "
1,missing my Daddy 
1,And on a totally different note : mijn neus is ah vervellen 
1,Aww Damn! I would have came home if i would have known.  @kyladreamsmusic
1,about to rehearse...starving!!! 
1,@Kymdeesther do scaling  stupid fucking dentist damn impatient just now
1,@ppppam i don't have load. 
1,@gregholden Me too!! I have NO swing when it comes to that thing. Always look a little bit slow when I'm holding one. 
1,@_lukeS  that's not nice.
1,i fuct up my picture 
1,"@andersoncooper : I have only 4K in loans, have been paying it for 4+ yrs, and paid more interest than principle... still at 4k ! "
1,"Looking forward to the end of school, despite the fact that it is also the end of my job  I'll miss the kids but not alot of other crap"
1,in england..NOW...and no one is talkin 
1,was going to go visit New Moon set today but then it started raining 
1,Burnt dinner.  I hereby resign from dinner cooking duties. 
1,Heading back to MN soon.... My Kansas adventure has come to an end... 
1,oh i'm watching the episode where rachel and ross break up 
1,"@SuiteAces I ran out of Vodka a few days ago. No Long Island Ice Tea here, sadly "
1,@shaki_sm I'll have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies  
1,@foobooz     so not right!
1,Im on #fulltiltpoker as SmartAssXXX   so far not doin well.  #poker
1,"@VivaZappos  You can borrow mine if you want. He's hard to understand &amp; has stupid jokes, but he's always there to drink with you."
1,needs Jean Toomer's Fern right away. Halp please. 
1,headache 
1,"still no iphone  cant give up hope yet though! 21 left, one has to be mine...  #squarespace ."
1,"@EmmaRileySutton Oh man, I don't even want to think about it. "
1,Time to go work. 
1,I need to shower 
1,trying to kill a tree outside..........sad but blocking drains 
1,now i want to know 
1,@seth_svp nope I'm not being followed 
1,This is not a rave peope!!!!! I miss Europe. 
1,@mimzkie mima how was it? sorry didnt get to support  fell asleep..
1,"WTF @stokes22 That sucks.  Just wasted my coffee break writing that too   (I don't want to bash them, until i get my coldplay tix)"
1,i can't decide on a picture for my very special twitter account 
1,"@cancerscore that sux, big time   I hope things start looking up for you from here.  Hang in there !"
1,"No Running, No Gym today, as classes are till night.. "
1,Sick just before a cheer comp again 
1,I really need to stop looking to my left cause this lady is reminding me of someone who isn't here and i miss them 
1,Missing Erykah Badu and Janelle Monae at the Warfield tonight 
1,what looked like a promising inning turned out to a bust  what a shame #ut #cws
1,I have twenty four books to return to school. I can't see myself getting them all in tomorrow. 
1,im a foodie and i really dont care wat the world thinks!!!!..ok who am i kiddin..i doooo 
1,I'm sorry @rreesern !!! That sucks!! 
1,@Roshyyy why why. what happened  i miss you guys so much!!! tell me whats going on with everyone??
1,Super nerveos about walking in heels tomorrow on the runway...jesus. I cant sleep. I hope i dont eat shit. 
1,@mismile My mom isn't home 'til tomorrow  I would love to snuggle with my mom today!!
1,Yesterday Thai Night WTF ??? Today is my b-day ..I hate to be old 
1,Can't watch Dexter this week! NO!  Absolutely gutted. Anyone know if you can watch it online anywhere?
1,MY AUNT PASSED AWAY TODAY. SHE IS GONE TO A BETTER PLACE. 
1,Sad to hear David Carradine committed suicide.  such a selfish act.
1,@ihavecake Thanks! I can't go though. Booo. 
1,I want to go home. I am soooo freakin bored 
1,@_Cortney_ I is sowwie. 
1,man. bad day.  gotta improve.
1,what a cold and gloomy day  isn't may supposed to be warm!?
1,it's so cold! [i don't wanna go to school!] 
1,staying home today sick 
1,I need to stop being so nice. People take advantage of me too much..  siiiiigh!
1,Reading a book to read and then going to bed. Goodnight!! School in the morning 
1,Its gettin to be that time again where $20 only gives me a 1/4 tank of gas 
1,@Miekei whats wrong? 
1,Ugh i feel like my dreams are right in front of me and i just cant grab them 
1,these hiccups will NOT STOP!!! URGH! my stomach hurts. 
1,"2:30am so damn tired, can't sleep worth damn, just spammed facebook full of stupid idiotic quizzes... "
1,tomorrow start hard work again... sigh.. not yet enough my holiday 
1,Jon and kate make me saaadd. Everyone needs to stop tlkn about them 
1,my hair smells burned. 
1,@kay0009 should've been there.  I wanted to go too.  But we had to be somewhere else. Sucks :|
1,want to go back to bed 
1,im chating... tomorrow its a bad day 
1,@mexicanuck Fourth season isn't on DVD yet. 
1,@omgitsafox I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~
1,"@dougiemcfly I'm not going to the Porto Alegre concert, so I can't bring Eclipse for you! "
1,Waiting for paperwork... Not looking forward to c my fing boss at 7 
1,Rain rain go away 
1,@xMoonyx same as  theres one in Birmingham tomoz! if i could get there id go! Hows u anyways? x x x
1,well damn... XD its cold again 
1,I love that my kid gets to ride on the Fire Fighter float in the parade today...but I couldn't get pics of her Firetruck tour 
1,"The theory we're working on now is that the tendon has come away from the pattelar, and if that's the case, I will need surgery "
1,Saw &quot;Up&quot; today (non-3D) with the anim team.  Awesome film!  Easily one of Pixar's finest. &quot;Partly Cloudy&quot; was a fun short. No TS3 teaser? 
1,is 3.0 out yet?  or is it gonna release based on pacific time? 
1,"@BeatlesLane Lucky. I only have @google Images &amp; memories of The Monkees series  @VH1 hint, nudge, wink"
1,going to promenade with my couzins.. i wish niko and erick were here  ..
1,@RonnieWK i miss you too 
1,"@jjuliano Also, I'm sure to your disappointment, no Statham in the LOST Finale   Wouldn't it be awesome if he was Jacob?"
1,sickface  relaxing till volleyball
1,"And Win XP works fine, but it has no drivers for my laptop  And my desktop has like 8GB DDR2, so my Win XP doesn't support that either"
1,@Travismtv I want to see that exhibition so much. 
1,"@jonaskevin i know that you have fans a lot, but try answer me, please  love you and your brothers,jonas brothers are me life,my big dream"
1,@clasaa123 The idea of seal meat makes me 
1, Speedy got screwed... pass interference damn it
1,just got all her new science text books  badtimes.
1,DAMIT!!! my sleepiness went away ahh sux;probaly gona have an all nighter 
1,i cant believe how bored i am................ ppl arent gettin sick anymore...thas good n bad 
1,"@GentleSinner Very afriad  I might copy the picture that I just put up... and change it a little, should I?"
1,@carrielinn83  i don't see it! HATE my internet connection.
1,"anyone know of a local pizzeria besides Costco that sells HUGE pizzas?  Need to find some, pronto.  All the old shops are closed "
1,I'm his best friend ... He's just afraid of loosing me 
1,i miss @dea_freaky  i love you bbe &lt;3
1,uuh today ruled but i was so busy i was forced to eat shitty  so that means GYM hardcore in the morning.
1,And B-only one reply  Its pretty sad  No..im just sad :/
1,Still @ camp 
1,Bored out of my mind at work 
1,"Arghhh, why is it so warm?! I'm going to die tomorrow "
1,Some one pick me up for so blessed 
1,@meara76 from this  to this :-D
1,@crystalface wazzza wrong wif ya daddy?? 
1,should have gone on LIVE before leaving home. Just recovered gamertag and my points haven't updated  I was on 15200+ now I have 14745 boo
1,@Pink wanna be in sydney 
1,So tired!!!  Yesterday's yard sale total:  $704.25 today... 300ish so far.    Wish I could spend it on fun. 
1,Sometimes I wonder how I was able to beat Rainbow Six: Vegas. This game is BRUTAL. 
1,Megan is being mean to me at Chipotle. She's calling me a liar because I forgot to send Atonement back to Netflix. Now she's ignoring me. 
1,@mrpresnick dont leave me 
1,noooo :'( why?! pachuca 1 pumas 0  please pumas
1,"@gulpanag yea.. sad  And as far as my information goes, no survivors.. Though dont quote me on this!"
1,toys r us doen't even have it  oh well
1,The Profile image is NOT tete's birthday cake... sorry 
1,@srhchn hahahah busteddddd. feel like having frolick  what time r u coming home?
1,"@GeminiTwisted  I know, mine sucks too, girl!"
1,Cleaning time. 
1,i have to go to work and my clothing is still all damp  i hate it when that happens
1,My mom is going back to China tomorrow...  Good luck and i love u mom! Have great time in Guangzhou! Hope to see you again soon!
1,im losing followers 
1,So tired... French exam 
1,Why did today have to be so crappy? I had so many plans 
1,Michael keeps scaring us 
1,"@jtaylor19 1st exam on the 18th - then I've got 5 exams in 5 days, then 3 more after that  When u finished? I'll be home start of June!"
1,The toaster oven was my fault. Now I'm going to look like an idiot in front of my father. 
1,@alyfoley  hang in there...something will come along!!! You're too good for it not to fall in place!
1,is sad she can't be at the comi-con in san diego at the end of july  some of my fav tv show stars are going to be there and i'm not 
1,i walked in when they said it and they said they were kidding.  i hope they were!
1,@TrentShelton no!!!! dont put the @hoecop on the hoes! then i wont have anyone to talk to 
1,@Thepianoman11 I'm sick 
1,Home from work early and in bed. Been sick and dizzy all day. 
1,@ZombieAssassin @Sunday28 he's got a huge defense I can't get through 
1,At work for another day!!! 
1,im really hungry ..... 
1,@jasmine_pie jazzyyyyyy! i miss you  xox
1,@SoWavY45 lol ya it does suck 
1,Suck. I just remembered there's no Family Guy tonight. 
1,can't sleep and have a long day tomorrow 
1,Help! Need suggestions for a big tasty impressive bbq/smoker food that can be done in under 8 hours. butts spoiled  clod is 30 hours 
1,@jordanmccoy hey jordan ;) an album coming out sooooon? 
1,Man!   Hurtin bad today!!!!  
1,"@daniyaatmawan aaaaaaarrgghh i tried so hard to forget about him dan, but i cant "
1,just got kicked out of my english class  its not my fault if i get a bad report
1,hey yall pretty enlightening day and what's up with VA witholding benefits? 
1,I wish I could still be snuggling. 
1,Can't sleep. Still waiting for a phone call I guess I'm not getting. @DuncanBlieu  
1,"@cinerary do you not loev me.  BTW. Randomly. People have been friending my Yamamoto journals, wtf?"
1,its taking foreverrr for @jess_0000 to get here  im bored..
1,Have to work tomorrow. 
1,wishes @jones_uk 's back would feel better. i dont like it when he all achey and sore 
1,@safianolin My followers are disappearing weirdly...from 187 down to 178 in a few hours 
1,@lucyrose29 hah direct messages have a limit too. i copied and pasted and it was -2000 something 
1,@ianrees 2 hours?! Shit....that's awesome. I wanna bike 
1,@heytherekate then when I get my license if I lived there we could goooo 
1,"Sheesh, come on NetStumbler, you don't support my old WiFi card in this Dell notebook OR the new one I just bought? "
1,so sleepy waiting for the iphone update 
1,More storms and tornado watch tonight... Java not to happy.. 
1,so im going to fail the bio regents tomorrow 
1,Kate was my favourite in the apprentice 
1,Cleaning the house 
1,"@ForeverUK Lol, I will do! I am finishing up now. Wanted the day off today but it didnt happen.. "
1,Monday  not ready for it!
1,Feeling sick... in the stomach 
1,@JaneHungOz also wish I could play more along with you guys but at work again and my Twitter time is limited. 
1,Uh oh! Madi &amp; Pennie both have ear infections!  however I got to cuddle with a few cute pussies last night... http://twitpic.com/7phuu
1,Back in Sacramento 
1,"@ebassman  I wish! I need a jet  See ya in Irvine, CA"
1,Damn it battery in mp3 is dead no Dresden Dolls.   its all @zaldor's fault!
1,Spotted on @drawn. Heartbreaking  http://vimeo.com/3388129
1,They're serenading my cousin. Aww where is @richiedigs? 
1,@chemical_Lizzie  i hope u get well!
1,ARGH! Server maintenance  so ends my life...
1,How come @selenagomez and @ddlovato arnt going on tour together? that makes me sad not seeing them together 
1,La Quinta Falls closed down 
1, stressed!
1,it's raining .. 
1,Oh jesus today is hectic at work client after client. I need a back rub 
1,...I wish they provided breakfast in my class. 
1,I'm the loser 
1,"@LittleMissEmma I walked into that, didn't I...? "
1,"still confused,... @how to use twitter ... "
1,"Plans fell through for the night, now there's nothing to do "
1,Luckily I shopped for rings ystrday &amp; they r cute. Maybe everytime I find a new awesome one an old one must B sacrificed 2 the ring gods 
1,God dammit! Even tweetdeck failed me! Booted me out. I'm gonna develop technophobia soon. 
1,"google chrome just got faster,but MAC users are kept waiting  http://bit.ly/159RgS"
1,"@logieo oooooooo CB&amp;TL, none in kapolei  oh wait, i'm wrong there is one...one in makakilo"
1,"Is sad that New Found Glory tickets sold out in London, if i wasnt in a lesson i would have some  Gutted"
1,@Wossy doesn't the wife get fed at all  how is she? Is she better after all your nursing efforts? Have a nice Sunday.
1,I feel like such a failure this morning 
1,"It's a write-off   Oh well, leaving the city soon to see M and D for T."
1,@leeaannee you never know leame 
1,Back from my first day of school. Got a science exam on Thursday 
1,@GabrielleWhite got me over here feelin all unloved  j/k I know u out there grindin!
1,I have Overtime Guilt 
1,my belt just tore 
1,Cameron leaves tomorrow  &amp; I'll probably never see him again.. Oh bother.....
1,spending the day lounging around the house.. then work later 
1,So... I just learned a very valuable lesson. Even though it's only 70 degrees here in Cali... You can still get a major sun burn 
1,@JonathanRKnight Jon all the best at rehearsals/shows..really miss u  please be sure to come back to UK soon I need your concerts/facetime
1,@mark_doze this is true 
1,@blergh i didnt make it either 
1,chad cannot leave one tree hill 
1,@mitracorinne oh no rush....I missed a text and a call last night 
1,Guests are gone.   Abandoning South Beach Diet before starting because I cannot imagine two weeks without fresh fruit!!
1,@rachelyn082909 i think i ordered a few days after you. Maybe you got something that was on backorder? 
1,@freestresstest I think Jack would hog the attention 
1,Thought I was over my food poisoning... It's worse now - thanks Egypt! 
1,"@drpepper, unavailability of cold you in stores frustrates me. Best Buy doesn't carry you, and HEB and Randalls don't stock enough of you "
1,All I really wanted to do was Sleep in 
1,Back from the journalism room.  I'm going to miss everyone so much!! 
1,Rainy blah day. Anybody else having a sucky Thursday? 
1,"ughhh, crampssss "
1,mmmnn... i am craving some chocolate! i think i am going to go get me some! i will be back in 20. i know it seems like a long time..ugh 
1,i looks so crappy out today. where's the sun? 
1,jst realised WWDC will be happening when I'm away doing the West Highland Way next week  will hv to watch the keynote when I get back :-/
1,isn't a fan of this heat in any way shape or form 
1,beeing very tired 
1,Paul is unsatisfied with his microwave dinner 
1,"May 14-09  again during the night my whole body was in one giant vice-grip,  the one you have on a workbench to hold object in place "
1,wishes he had been to #cfobjective 
1,@nikensujono you aren't tweeting for me. 
1,can't figure out watt to wear its like a terrible nightmare 
1,Def got someone sick...whoops 
1,@snorkrat that was just below the belt! 
1,just finished babysitting brooke and faith with maddy. now face masks and getting this yellow nail polish brooke put on us.  its stained..
1,It'z official (nod to Cinatra).....I am a professional turd polisher... 
1,@grekotv OMG YOU SAW HER!?!?!?? ughh. lucky  where were you when she came to SF??
1,"Jogging, isnt REALLY that cool, especially if you've got a fever "
1,@belindashort yeah wtf with that? my noggin doesn't take to either 
1,   i'm so cold this morning......       i have chills all over.....   
1,stupid Strikegently just had to leak clips of every song off of Nothing Personal 
1,"@frogcooke I tried, doesn't work, then tried a different 1 but didn't work either. Twitter confirms the upload worked but nothing changes "
1,hate the bloating feeling.. 
1,Has a backache and a headache yet again 
1,"Rap Get doesn't work anymore, Rapidshare Manager sucks. What should I do? "
1,"Who the fuck does that, seriously? It's not like the French don't have a thing for losing teeth (they have a mouse, btw) - i don't get it "
1,next Month there in Germany studens have got holydays. yey ! but I have a problem I coldent speak any german. 
1,@robertblake  have not seen Caveman??? I am officially older than dirt 
1,@musicaljo Errrrrr yuck!! Smelly wet feet!!! 
1,@starbetter  me too   what are you studying for?
1,@Bethaneystone Oh dear. Well i work in my frees - Im a Geek like that ;D  Cairons gone 
1,ARGH FF ain't working 
1,"I guess I'll be getting a lot of Father's Day wishes 2morrow since I play daddy too. I'll admit, he was a good fuck, but not a good dad "
1,"Hell.Wimbledon fortnight.Was 18 last time I was able to watch it all. :p  BUT, can normally rely on rain pissing down. Forecast looks dry "
1,"YAY! VANILLA and CHOCOLATE  Last week of school! Brichitis, so Ima miss it  TALK to me "
1,Say a prayer for the victims and their families of the Air France plane crash 
1,"Just wike up, watching TMF! Got lots of revision to do though  got an english exam to do tomorrow"
1,WTF? Two seats for #BNP What is going through a person''s mind when putting a X in that box? Scary shit !! Off to bed. BNP=FAIL 
1,Night guys. it is 12:15 am. I have accomplished nothing around the house today 
1,"@deltacontos ha ha... on the friday of the first week, not sure of the date. "
1,Farrah Fawset died?!?! how sad! 
1,@Willie_Day26 --Awww Mannn  ..we was all happy ! We still love ya'll .
1,I really want a pair of BRIGHT pink  PLATFORM stilettoes  but i'd settle for green xD TWEETTT MEE. IM well BORED LOL
1,@AdamGoldston you watchin the game 2nite? Lakers up 37-33 ... 3:34 left in the 2nd 
1,last movie night in IL...  I think i have watched more movies the past two weeks than i have in one year!!
1,Rt @LilTanLines I know I'm Special... hahaha But the fucking Special Olympics won't let me compete in their events. 
1,@misserika thats why i was up til like damn near six i cant go back to sleep though im sleepy but i cant sleep 
1,I feel like there's a lot to do and not enough time to do it. 
1,"home internet is acting up this weekend, so online on BBerry instead - won't be able to post my #followfridays until it's back up "
1,Sooo finally going back 2 sleep.. 5:48am! Poor lil mama is finally sleeping... freakin fevers suck!!!  Nite
1,@RnBKing74 NOOOOOOOOOOOOOO please tell me thats not true ..NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO  id keep going if there was space 
1,@CelineDeStar duh that sucks! and now you have to install everything agan right? iÂ´m sorry 
1,Rushing a lot of things... 
1,@bograma God damn! Nu mai zic nimic. Decat pofta buna  :drool:
1,i always hear about it like a week before it happens...i don't get hot 97 up here  I sick of seein all these white ppl...lol...
1,"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring.  "
1,damn! forgot my lunch at home!  Subway again... 
1,2-0 down at half time against Liverpool. Maybe we ARE destined for the drop after all 
1,nothing to do  !!
